CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,ZONECODE,PEBLOCKNO,WORKTYPE,MAINPROCESSCODE,SUBPROCESSCODE,SHOPCODE,DEPTCODE,ACTUALSTARTDATE,ACTUALFINISHDATE,ACTUALDURATION,ACTUALMH,ACTUALPROGRESS,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,PLANMH,VOL1,VOL2,VOL3,OFFSET,DESCUPDOWN,LINEPOSITION,ACTIVITYDESC,WORKCODE,STAGECODE,ZONECODE2,NOTE,NOTEPOSITION,REFKEYEVENT,RESCHEDULEDATE
DHSCMULTI,U942,B19S HA031,B19S,B,,,H,A,3,,,,,0,,,2019-04-29,2019-05-10,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B19S HA041,B19S,B,,,H,A,4,,,,,0,,,2019-05-20,2019-05-30,9,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B19S HF020,B19S,B,,,H,F,2,,,,,0,,,2019-03-19,2019-03-19,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B19S HA021,B19S,B,,,H,A,2,,,,,0,,,2019-05-09,2019-05-15,5,28.9,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B19S FB021,B19S,B,,,F,B,2,,,,,0,,,2019-06-03,2019-06-05,3,82.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B20P HF010,B20P,B,,,H,F,1,,,,,0,,,2019-03-08,2019-03-08,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B20P HA011,B20P,B,,,H,A,1,,,,,0,,,2019-04-16,2019-04-22,5,59.7,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B20P FB011,B20P,B,,,F,B,1,,,,,0,,,2019-05-10,2019-05-13,2,12,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B20P HL011,B20P,B,,,H,L,1,,,,,0,,,2019-06-05,2019-06-05,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B20P HF031,B20P,B,,,H,F,3,,,,,0,,,2019-04-03,2019-04-03,1,63.9,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B20P HA031,B20P,B,,,H,A,3,,,,,0,,,2019-04-25,2019-05-08,8,45.3,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B20P HA041,B20P,B,,,H,A,4,,,,,0,,,2019-05-16,2019-05-28,9,660.4,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B20P HF020,B20P,B,,,H,F,2,,,,,0,,,2019-03-18,2019-03-18,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B20P HA021,B20P,B,,,H,A,2,,,,,0,,,2019-05-07,2019-05-13,5,86,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B20P FB021,B20P,B,,,F,B,2,,,,,0,,,2019-05-30,2019-06-03,3,36.4,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B20S HF010,B20S,B,,,H,F,1,,,,,0,,,2019-03-11,2019-03-11,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B20S HA011,B20S,B,,,H,A,1,,,,,0,,,2019-04-18,2019-04-24,5,59.7,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B20S FB011,B20S,B,,,F,B,1,,,,,0,,,2019-05-14,2019-05-15,2,11.6,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B20S HL011,B20S,B,,,H,L,1,,,,,0,,,2019-06-10,2019-06-10,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B20S HF031,B20S,B,,,H,F,3,,,,,0,,,2019-04-04,2019-04-04,1,63.9,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B20S HA031,B20S,B,,,H,A,3,,,,,0,,,2019-04-29,2019-05-10,8,45.3,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B20S HA041,B20S,B,,,H,A,4,,,,,0,,,2019-05-20,2019-05-30,9,660.4,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B20S HF020,B20S,B,,,H,F,2,,,,,0,,,2019-03-19,2019-03-19,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B20S HA021,B20S,B,,,H,A,2,,,,,0,,,2019-05-09,2019-05-15,5,86,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B20S FB021,B20S,B,,,F,B,2,,,,,0,,,2019-06-03,2019-06-05,3,35.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B51P HF010,B51P,B,,,H,F,1,,,,,0,,,2019-01-22,2019-01-22,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B51P HA011,B51P,B,,,H,A,1,,,,,0,,,2019-03-05,2019-03-12,6,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B51P FB011,B51P,B,,,F,B,1,,,,,0,,,2019-04-03,2019-04-04,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B51P PB011,B51P,B,,,P,B,1,,,,,0,,,2019-05-16,2019-05-24,7,94.6,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B51P HF031,B51P,B,,,H,F,3,,,,,0,,,2019-02-20,2019-02-20,1,27.2,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B51P HA031,B51P,B,,,H,A,3,,,,,0,,,2019-03-15,2019-04-01,12,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B51P HA041,B51P,B,,,H,A,4,,,,,0,,,2019-04-10,2019-04-30,15,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B51P HF020,B51P,B,,,H,F,2,,,,,0,,,2019-01-30,2019-01-30,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B51P HA021,B51P,B,,,H,A,2,,,,,0,,,2019-04-01,2019-04-05,5,27.3,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B51P FB021,B51P,B,,,F,B,2,,,,,0,,,2019-05-03,2019-05-09,4,71.9,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B51P HL023,B51P,B,,,H,L,2,,,,,0,,,2019-06-10,2019-06-10,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U942,B51S HF010,B51S,B,,,H,F,1,,,,,0,,,2019-01-22,2019-01-22,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B51S HA011,B51S,B,,,H,A,1,,,,,0,,,2019-03-06,2019-03-13,6,31.9,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B51S FB011,B51S,B,,,F,B,1,,,,,0,,,2019-04-04,2019-04-05,2,13.5,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B51S PB011,B51S,B,,,P,B,1,,,,,0,,,2019-05-17,2019-05-27,7,94.6,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B51S HF031,B51S,B,,,H,F,3,,,,,0,,,2019-02-20,2019-02-20,1,52.7,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B51S HA031,B51S,B,,,H,A,3,,,,,0,,,2019-03-18,2019-04-02,12,25.2,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B51S HA041,B51S,B,,,H,A,4,,,,,0,,,2019-04-11,2019-05-02,15,88.4,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B51S HF020,B51S,B,,,H,F,2,,,,,0,,,2019-01-30,2019-01-30,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B51S HA021,B51S,B,,,H,A,2,,,,,0,,,2019-04-02,2019-04-08,5,44.2,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B51S FB021,B51S,B,,,F,B,2,,,,,0,,,2019-05-07,2019-05-10,4,39.8,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B51S HL023,B51S,B,,,H,L,2,,,,,0,,,2019-06-10,2019-06-10,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U942,B52P HF010,B52P,B,,,H,F,1,,,,,0,,,2019-01-31,2019-01-31,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B52P HA011,B52P,B,,,H,A,1,,,,,0,,,2019-03-13,2019-03-20,6,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B52P FB011,B52P,B,,,F,B,1,,,,,0,,,2019-04-11,2019-04-12,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B52P PB011,B52P,B,,,P,B,1,,,,,0,,,2019-05-23,2019-05-31,7,115,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B52P HF031,B52P,B,,,H,F,3,,,,,0,,,2019-03-04,2019-03-04,1,33.3,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B52P HA031,B52P,B,,,H,A,3,,,,,0,,,2019-03-25,2019-04-09,12,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B52P HA041,B52P,B,,,H,A,4,,,,,0,,,2019-04-18,2019-05-10,15,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B52P HF020,B52P,B,,,H,F,2,,,,,0,,,2019-02-13,2019-02-13,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B52P HA021,B52P,B,,,H,A,2,,,,,0,,,2019-04-05,2019-04-11,5,27.3,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B52P FB021,B52P,B,,,F,B,2,,,,,0,,,2019-05-14,2019-05-16,3,61.4,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B52P HL023,B52P,B,,,H,L,2,,,,,0,,,2019-06-12,2019-06-12,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U942,B52S HF010,B52S,B,,,H,F,1,,,,,0,,,2019-01-31,2019-01-31,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B52S HA011,B52S,B,,,H,A,1,,,,,0,,,2019-03-14,2019-03-21,6,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B52S FB011,B52S,B,,,F,B,1,,,,,0,,,2019-04-12,2019-04-15,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B52S PB011,B52S,B,,,P,B,1,,,,,0,,,2019-05-24,2019-06-03,7,112.5,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B52S HF031,B52S,B,,,H,F,3,,,,,0,,,2019-03-04,2019-03-04,1,50.6,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B52S HA031,B52S,B,,,H,A,3,,,,,0,,,2019-03-26,2019-04-10,12,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B52S HA041,B52S,B,,,H,A,4,,,,,0,,,2019-04-19,2019-05-13,15,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B52S HF020,B52S,B,,,H,F,2,,,,,0,,,2019-02-13,2019-02-13,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B52S HA021,B52S,B,,,H,A,2,,,,,0,,,2019-04-08,2019-04-12,5,115.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B52S FB021,B52S,B,,,F,B,2,,,,,0,,,2019-05-15,2019-05-17,3,13.4,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B52S HL023,B52S,B,,,H,L,2,,,,,0,,,2019-06-12,2019-06-12,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U942,B58P HF010,B58P,B,,,H,F,1,,,,,0,,,2019-02-13,2019-02-13,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B58P HA011,B58P,B,,,H,A,1,,,,,0,,,2019-03-22,2019-03-29,6,46.9,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B58P FB011,B58P,B,,,F,B,1,,,,,0,,,2019-04-19,2019-04-22,2,30.1,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B58P PB011,B58P,B,,,P,B,1,,,,,0,,,2019-06-03,2019-06-12,7,202.1,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B58P HF031,B58P,B,,,H,F,3,,,,,0,,,2019-03-12,2019-03-12,1,72.9,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B58P HA031,B58P,B,,,H,A,3,,,,,0,,,2019-04-03,2019-04-18,12,116.3,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B58P HA041,B58P,B,,,H,A,4,,,,,0,,,2019-04-29,2019-05-21,15,104.5,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B58P HF020,B58P,B,,,H,F,2,,,,,0,,,2019-02-21,2019-02-21,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B58P HA021,B58P,B,,,H,A,2,,,,,0,,,2019-04-17,2019-04-24,6,66.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B58P FB021,B58P,B,,,F,B,2,,,,,0,,,2019-05-23,2019-05-27,3,78.6,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B58P HL023,B58P,B,,,H,L,2,,,,,0,,,2019-06-28,2019-06-28,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U942,B58S HF010,B58S,B,,,H,F,1,,,,,0,,,2019-02-11,2019-02-11,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B58S HA011,B58S,B,,,H,A,1,,,,,0,,,2019-03-25,2019-04-01,6,34,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B58S FB011,B58S,B,,,F,B,1,,,,,0,,,2019-04-22,2019-04-23,2,21.1,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B58S PB011,B58S,B,,,P,B,1,,,,,0,,,2019-06-04,2019-06-13,7,162,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B58S HF031,B58S,B,,,H,F,3,,,,,0,,,2019-03-08,2019-03-08,1,58.6,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B58S HA031,B58S,B,,,H,A,3,,,,,0,,,2019-04-04,2019-04-19,12,102.9,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B58S HA041,B58S,B,,,H,A,4,,,,,0,,,2019-04-30,2019-05-22,15,54.9,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B58S HF020,B58S,B,,,H,F,2,,,,,0,,,2019-02-19,2019-02-19,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B58S HA021,B58S,B,,,H,A,2,,,,,0,,,2019-04-18,2019-04-25,6,47.4,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B58S FB021,B58S,B,,,F,B,2,,,,,0,,,2019-05-24,2019-05-28,3,57.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B58S HL023,B58S,B,,,H,L,2,,,,,0,,,2019-06-28,2019-06-28,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U942,B59P HF010,B59P,B,,,H,F,1,,,,,0,,,2019-03-28,2019-03-28,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B59P HA011,B59P,B,,,H,A,1,,,,,0,,,2019-05-09,2019-05-15,5,44.2,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B59P FB011,B59P,B,,,F,B,1,,,,,0,,,2019-05-31,2019-06-03,2,9.6,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B59P PB011,B59P,B,,,P,B,1,,,,,0,,,2019-07-02,2019-07-10,7,133.5,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B59P HF031,B59P,B,,,H,F,3,,,,,0,,,2019-04-23,2019-04-23,1,49.4,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B59P HA031,B59P,B,,,H,A,3,,,,,0,,,2019-05-20,2019-05-29,8,2.4,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B59P HL034,B59P,B,,,H,L,3,,,,,0,,,2019-07-22,2019-07-22,1,0,0,0,0,0,U,0,2nd PE Lifting/ 2nd PE,6,4,,,,,
DHSCMULTI,U942,B59P HA041,B59P,B,,,H,A,4,,,,,0,,,2019-06-07,2019-06-19,9,328.2,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B59P HF020,B59P,B,,,H,F,2,,,,,0,,,2019-04-05,2019-04-05,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B59P HA021,B59P,B,,,H,A,2,,,,,0,,,2019-05-28,2019-06-03,5,62.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B59P FB021,B59P,B,,,F,B,2,,,,,0,,,2019-06-21,2019-06-25,3,30.7,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B59S HF010,B59S,B,,,H,F,1,,,,,0,,,2019-03-27,2019-03-27,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B59S HA011,B59S,B,,,H,A,1,,,,,0,,,2019-05-07,2019-05-13,5,144.9,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B59S FB011,B59S,B,,,F,B,1,,,,,0,,,2019-05-29,2019-05-30,2,7.3,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B59S PB011,B59S,B,,,P,B,1,,,,,0,,,2019-06-28,2019-07-08,7,297.8,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B59S HF031,B59S,B,,,H,F,3,,,,,0,,,2019-04-22,2019-04-22,1,138.1,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B59S HA031,B59S,B,,,H,A,3,,,,,0,,,2019-05-16,2019-05-27,8,143,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B59S HA041,B59S,B,,,H,A,4,,,,,0,,,2019-06-04,2019-06-17,9,431.3,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B59S HF020,B59S,B,,,H,F,2,,,,,0,,,2019-04-04,2019-04-04,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B59S HA021,B59S,B,,,H,A,2,,,,,0,,,2019-05-24,2019-05-30,5,213.8,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B59S FB021,B59S,B,,,F,B,2,,,,,0,,,2019-06-19,2019-06-21,3,25.4,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B59S HL023,B59S,B,,,H,L,2,,,,,0,,,2019-07-22,2019-07-22,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U942,B60P HF010,B60P,B,,,H,F,1,,,,,0,,,2019-03-28,2019-03-28,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B60P HA011,B60P,B,,,H,A,1,,,,,0,,,2019-05-09,2019-05-15,5,148.1,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B60P FB011,B60P,B,,,F,B,1,,,,,0,,,2019-05-31,2019-06-03,2,7.6,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B60P PB011,B60P,B,,,P,B,1,,,,,0,,,2019-07-02,2019-07-10,7,301.7,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B60P HF031,B60P,B,,,H,F,3,,,,,0,,,2019-04-23,2019-04-23,1,134.3,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B60P HA031,B60P,B,,,H,A,3,,,,,0,,,2019-05-20,2019-05-29,8,140.4,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B60P HL034,B60P,B,,,H,L,3,,,,,0,,,2019-07-22,2019-07-22,1,0,0,0,0,0,U,0,2nd PE Lifting/ 2nd PE,6,4,,,,,
DHSCMULTI,U942,B60P HA041,B60P,B,,,H,A,4,,,,,0,,,2019-06-07,2019-06-19,9,480.8,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B60P HF020,B60P,B,,,H,F,2,,,,,0,,,2019-04-05,2019-04-05,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B60P HA021,B60P,B,,,H,A,2,,,,,0,,,2019-05-28,2019-06-03,5,218.6,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B60P FB021,B60P,B,,,F,B,2,,,,,0,,,2019-06-21,2019-06-25,3,26.2,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B60S HF010,B60S,B,,,H,F,1,,,,,0,,,2019-03-28,2019-03-28,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B60S HA011,B60S,B,,,H,A,1,,,,,0,,,2019-05-08,2019-05-14,5,172.8,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B60S FB011,B60S,B,,,F,B,1,,,,,0,,,2019-05-30,2019-05-31,2,6.9,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B60S PB011,B60S,B,,,P,B,1,,,,,0,,,2019-07-01,2019-07-09,7,328.5,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,B60S HF031,B60S,B,,,H,F,3,,,,,0,,,2019-04-23,2019-04-23,1,150.9,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B60S HA031,B60S,B,,,H,A,3,,,,,0,,,2019-05-17,2019-05-28,8,141.7,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B60S HA041,B60S,B,,,H,A,4,,,,,0,,,2019-06-05,2019-06-18,9,483.5,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B60S HF020,B60S,B,,,H,F,2,,,,,0,,,2019-04-05,2019-04-05,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B60S HA021,B60S,B,,,H,A,2,,,,,0,,,2019-05-27,2019-05-31,5,255.6,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B60S FB021,B60S,B,,,F,B,2,,,,,0,,,2019-06-20,2019-06-24,3,24.6,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B60S HL023,B60S,B,,,H,L,2,,,,,0,,,2019-07-22,2019-07-22,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U942,D11P HF010,D11P,B,,,H,F,1,,,,,0,,,2019-02-19,2019-02-19,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,D11P HA011,D11P,B,,,H,A,1,,,,,0,,,2019-03-29,2019-04-04,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,D11P FB011,D11P,B,,,F,B,1,,,,,0,,,2019-04-19,2019-04-19,1,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,D11P PB011,D11P,B,,,P,B,1,,,,,0,,,2019-05-27,2019-05-29,3,32.4,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U942,D11P HF031,D11P,B,,,H,F,3,,,,,0,,,2019-03-18,2019-03-18,1,13.2,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,D11P HA031,D11P,B,,,H,A,3,,,,,0,,,2019-04-09,2019-04-17,7,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,D11P HA041,D11P,B,,,H,A,4,,,,,0,,,2019-04-29,2019-05-10,8,0,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
