CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,ZONECODE,PEBLOCKNO,WORKTYPE,MAINPROCESSCODE,SUBPROCESSCODE,SHOPCODE,DEPTCODE,ACTUALSTARTDATE,ACTUALFINISHDATE,ACTUALDURATION,ACTUALMH,ACTUALPROGRESS,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,PLANMH,VOL1,VOL2,VOL3,OFFSET,DESCUPDOWN,LINEPOSITION,ACTIVITYDESC,WORKCODE,STAGECODE,ZONECODE2,NOTE,NOTEPOSITION,REFKEYEVENT,RESCHEDULEDATE
DHSCMULTI,U933,E21P HA041,E21P,B,,,H,A,4,,,,,0,,,2019-01-15,2019-01-29,11,194.2,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E21P HF010,E21P,B,,,H,F,1,,,,,0,,,2018-10-24,2018-10-24,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E21P HA011,E21P,B,,,H,A,1,,,,,0,,,2018-12-03,2018-12-19,13,38.3,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E21P FB011,E21P,B,,,F,B,1,,,,,0,,,2019-01-08,2019-01-09,2,65.3,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E21P PB011,E21P,B,,,P,B,1,,,,,0,,,2019-02-19,2019-02-26,6,120,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E21S HF020,E21S,B,,,H,F,2,,,,,0,,,2018-11-01,2018-11-01,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E21S HA021,E21S,B,,,H,A,2,,,,,0,,,2019-01-02,2019-01-10,7,66.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E21S FB021,E21S,B,,,F,B,2,,,,,0,,,2019-02-07,2019-02-13,5,108.4,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E21S PS023,E21S,B,,,P,S,2,,,,,0,,,2019-03-06,2019-03-06,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E21S HL023,E21S,B,,,H,L,2,,,,,0,,,2019-03-08,2019-03-08,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E21S HF031,E21S,B,,,H,F,3,,,,,0,,,2018-11-19,2018-11-19,1,36.8,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E21S HA031,E21S,B,,,H,A,3,,,,,0,,,2018-12-19,2019-01-07,12,23.8,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E21S HA041,E21S,B,,,H,A,4,,,,,0,,,2019-01-16,2019-01-30,11,245.1,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E21S HF010,E21S,B,,,H,F,1,,,,,0,,,2018-10-24,2018-10-24,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E21S HA011,E21S,B,,,H,A,1,,,,,0,,,2018-12-04,2018-12-20,13,46.9,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E21S FB011,E21S,B,,,F,B,1,,,,,0,,,2019-01-09,2019-01-10,2,42.8,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E21S PB011,E21S,B,,,P,B,1,,,,,0,,,2019-02-19,2019-02-26,6,120,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E22P HF020,E22P,B,,,H,F,2,,,,,0,,,2018-10-31,2018-10-31,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E22P HA021,E22P,B,,,H,A,2,,,,,0,,,2018-11-27,2018-12-03,5,37.8,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E22P FB021,E22P,B,,,F,B,2,,,,,0,,,2018-12-26,2018-12-31,4,128.7,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E22P HF031,E22P,B,,,H,F,3,,,,,0,,,2018-11-16,2018-11-16,1,22.2,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E22P HA041,E22P,B,,,H,A,4,,,,,0,,,2018-12-10,2018-12-26,12,266.4,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E22P HF010,E22P,B,,,H,F,1,,,,,0,,,2018-10-23,2018-10-23,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E22P HL011,E22P,B,,,H,L,1,,,,,0,,,2019-01-03,2019-01-03,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,E22S HF020,E22S,B,,,H,F,2,,,,,0,,,2018-10-30,2018-10-30,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E22S HA021,E22S,B,,,H,A,2,,,,,0,,,2018-11-27,2018-12-03,5,37.8,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E22S FB021,E22S,B,,,F,B,2,,,,,0,,,2018-12-26,2018-12-31,4,147.3,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E22S HF031,E22S,B,,,H,F,3,,,,,0,,,2018-11-15,2018-11-15,1,22.2,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E22S HA041,E22S,B,,,H,A,4,,,,,0,,,2018-12-10,2018-12-26,12,268.8,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E22S HF010,E22S,B,,,H,F,1,,,,,0,,,2018-10-22,2018-10-22,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E22S HL011,E22S,B,,,H,L,1,,,,,0,,,2019-01-03,2019-01-03,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,E23P HF020,E23P,B,,,H,F,2,,,,,0,,,2018-11-09,2018-11-09,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E23P HA021,E23P,B,,,H,A,2,,,,,0,,,2018-12-10,2018-12-14,5,12.1,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E23P FB021,E23P,B,,,F,B,2,,,,,0,,,2019-01-02,2019-01-07,4,73.7,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E23P HF031,E23P,B,,,H,F,3,,,,,0,,,2018-11-27,2018-11-27,1,10.7,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E23P HA041,E23P,B,,,H,A,4,,,,,0,,,2018-12-19,2018-12-31,8,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E23P HF010,E23P,B,,,H,F,1,,,,,0,,,2018-11-01,2018-11-01,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E23P HL011,E23P,B,,,H,L,1,,,,,0,,,2019-01-09,2019-01-09,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,E23S HF020,E23S,B,,,H,F,2,,,,,0,,,2018-11-08,2018-11-08,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E23S HA021,E23S,B,,,H,A,2,,,,,0,,,2018-12-07,2018-12-13,5,12.1,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E23S FB021,E23S,B,,,F,B,2,,,,,0,,,2019-01-02,2019-01-07,4,115.1,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E23S HF031,E23S,B,,,H,F,3,,,,,0,,,2018-11-26,2018-11-26,1,10.6,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E23S HA041,E23S,B,,,H,A,4,,,,,0,,,2018-12-19,2018-12-31,8,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E23S HF010,E23S,B,,,H,F,1,,,,,0,,,2018-10-31,2018-10-31,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E23S HL011,E23S,B,,,H,L,1,,,,,0,,,2019-01-09,2019-01-09,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U933,E31P HF020,E31P,B,,,H,F,2,,,,,0,,,2018-10-26,2018-10-26,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E31P HA021,E31P,B,,,H,A,2,,,,,0,,,2018-12-18,2018-12-26,6,162.3,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E31P FB021,E31P,B,,,F,B,2,,,,,0,,,2019-01-21,2019-01-30,8,414.8,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E31P PS023,E31P,B,,,P,S,2,,,,,0,,,2019-03-12,2019-03-12,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E31P HL023,E31P,B,,,H,L,2,,,,,0,,,2019-03-14,2019-03-14,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E31P HF031,E31P,B,,,H,F,3,,,,,0,,,2018-11-13,2018-11-13,1,69.3,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E31P HA031,E31P,B,,,H,A,3,,,,,0,,,2018-12-06,2018-12-21,12,56,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E31P HA041,E31P,B,,,H,A,4,,,,,0,,,2019-01-03,2019-01-17,11,329.5,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E31P HF010,E31P,B,,,H,F,1,,,,,0,,,2018-10-18,2018-10-18,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E31P HA011,E31P,B,,,H,A,1,,,,,0,,,2018-11-21,2018-12-11,15,110.6,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E31P FB011,E31P,B,,,F,B,1,,,,,0,,,2018-12-26,2018-12-27,2,174.2,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E31P PB011,E31P,B,,,P,B,1,,,,,0,,,2019-02-11,2019-02-18,6,193,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E31S HF020,E31S,B,,,H,F,2,,,,,0,,,2018-10-26,2018-10-26,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E31S HA021,E31S,B,,,H,A,2,,,,,0,,,2018-12-17,2018-12-26,7,161.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E31S FB021,E31S,B,,,F,B,2,,,,,0,,,2019-01-18,2019-01-29,8,375.9,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E31S PS023,E31S,B,,,P,S,2,,,,,0,,,2019-03-12,2019-03-12,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E31S HL023,E31S,B,,,H,L,2,,,,,0,,,2019-03-14,2019-03-14,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E31S HF031,E31S,B,,,H,F,3,,,,,0,,,2018-11-13,2018-11-13,1,70.6,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E31S HA031,E31S,B,,,H,A,3,,,,,0,,,2018-12-05,2018-12-20,12,60,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E31S HA041,E31S,B,,,H,A,4,,,,,0,,,2019-01-02,2019-01-16,11,364.3,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E31S HF010,E31S,B,,,H,F,1,,,,,0,,,2018-10-18,2018-10-18,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E31S HA011,E31S,B,,,H,A,1,,,,,0,,,2018-11-20,2018-12-10,15,110.1,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E31S FB011,E31S,B,,,F,B,1,,,,,0,,,2018-12-24,2018-12-26,2,157.5,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E31S PB011,E31S,B,,,P,B,1,,,,,0,,,2019-02-08,2019-02-15,6,191.7,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E32P HF020,E32P,B,,,H,F,2,,,,,0,,,2018-10-30,2018-10-30,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E32P HA021,E32P,B,,,H,A,2,,,,,0,,,2018-12-19,2018-12-28,7,75.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E32P FB021,E32P,B,,,F,B,2,,,,,0,,,2019-01-23,2019-01-31,7,298,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E32P PS023,E32P,B,,,P,S,2,,,,,0,,,2019-03-12,2019-03-12,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E32P HL023,E32P,B,,,H,L,2,,,,,0,,,2019-03-14,2019-03-14,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E32P HF031,E32P,B,,,H,F,3,,,,,0,,,2018-11-15,2018-11-15,1,75.3,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E32P HA031,E32P,B,,,H,A,3,,,,,0,,,2018-12-07,2018-12-24,12,33.2,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E32P HA041,E32P,B,,,H,A,4,,,,,0,,,2019-01-04,2019-01-21,12,490.2,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E32P HF010,E32P,B,,,H,F,1,,,,,0,,,2018-10-22,2018-10-22,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E32P HA011,E32P,B,,,H,A,1,,,,,0,,,2018-11-27,2018-12-04,6,52.8,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E32P FB011,E32P,B,,,F,B,1,,,,,0,,,2018-12-27,2018-12-28,2,124.1,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E32P PB011,E32P,B,,,P,B,1,,,,,0,,,2019-02-14,2019-02-20,5,191.7,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E32S HF020,E32S,B,,,H,F,2,,,,,0,,,2018-10-30,2018-10-30,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E32S HA021,E32S,B,,,H,A,2,,,,,0,,,2018-12-21,2019-01-02,7,78.8,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E32S FB021,E32S,B,,,F,B,2,,,,,0,,,2019-01-25,2019-02-07,7,367.4,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E32S PS023,E32S,B,,,P,S,2,,,,,0,,,2019-03-12,2019-03-12,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E32S HL023,E32S,B,,,H,L,2,,,,,0,,,2019-03-14,2019-03-14,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E32S HF031,E32S,B,,,H,F,3,,,,,0,,,2018-11-15,2018-11-15,1,76.1,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E32S HA031,E32S,B,,,H,A,3,,,,,0,,,2018-12-11,2018-12-27,12,30.5,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E32S HA041,E32S,B,,,H,A,4,,,,,0,,,2019-01-08,2019-01-23,12,519.7,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E32S HF010,E32S,B,,,H,F,1,,,,,0,,,2018-10-22,2018-10-22,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E32S HA011,E32S,B,,,H,A,1,,,,,0,,,2018-11-29,2018-12-06,6,54.9,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E32S FB011,E32S,B,,,F,B,1,,,,,0,,,2018-12-31,2019-01-02,2,153.9,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E32S PB011,E32S,B,,,P,B,1,,,,,0,,,2019-02-15,2019-02-22,6,199.4,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E41P HF020,E41P,B,,,H,F,2,,,,,0,,,2018-11-09,2018-11-09,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E41P HA021,E41P,B,,,H,A,2,,,,,0,,,2019-01-03,2019-01-14,8,21.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E41P FB021,E41P,B,,,F,B,2,,,,,0,,,2019-02-08,2019-02-19,8,22.1,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E41P PS023,E41P,B,,,P,S,2,,,,,0,,,2019-03-25,2019-03-25,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E41P HL023,E41P,B,,,H,L,2,,,,,0,,,2019-03-27,2019-03-27,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E41P HF031,E41P,B,,,H,F,3,,,,,0,,,2018-11-27,2018-11-27,1,6,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E41P HA031,E41P,B,,,H,A,3,,,,,0,,,2018-12-24,2019-01-10,12,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E41P HA041,E41P,B,,,H,A,4,,,,,0,,,2019-01-21,2019-02-01,10,0,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E41P HF010,E41P,B,,,H,F,1,,,,,0,,,2018-11-01,2018-11-01,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E41P HA011,E41P,B,,,H,A,1,,,,,0,,,2018-12-06,2018-12-27,15,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E41P FB011,E41P,B,,,F,B,1,,,,,0,,,2019-01-11,2019-01-15,3,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E41P PB011,E41P,B,,,P,B,1,,,,,0,,,2019-02-26,2019-03-06,6,2.6,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E41S HF020,E41S,B,,,H,F,2,,,,,0,,,2018-11-05,2018-11-05,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E41S HA021,E41S,B,,,H,A,2,,,,,0,,,2019-01-10,2019-01-21,8,156.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E41S FB021,E41S,B,,,F,B,2,,,,,0,,,2019-02-14,2019-02-25,8,499.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E41S PS023,E41S,B,,,P,S,2,,,,,0,,,2019-03-25,2019-03-25,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E41S HL023,E41S,B,,,H,L,2,,,,,0,,,2019-03-27,2019-03-27,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E41S HF031,E41S,B,,,H,F,3,,,,,0,,,2018-11-21,2018-11-21,1,95.7,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E41S HA031,E41S,B,,,H,A,3,,,,,0,,,2018-12-31,2019-01-16,12,90.8,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E41S HA041,E41S,B,,,H,A,4,,,,,0,,,2019-01-25,2019-02-12,10,600,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E41S HF010,E41S,B,,,H,F,1,,,,,0,,,2018-10-26,2018-10-26,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E41S HA011,E41S,B,,,H,A,1,,,,,0,,,2018-12-13,2019-01-04,15,106.9,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E41S FB011,E41S,B,,,F,B,1,,,,,0,,,2019-01-17,2019-01-21,3,210.5,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E41S PB011,E41S,B,,,P,B,1,,,,,0,,,2019-03-05,2019-03-12,6,249.2,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E42P HF020,E42P,B,,,H,F,2,,,,,0,,,2018-11-14,2018-11-14,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E42P HA021,E42P,B,,,H,A,2,,,,,0,,,2019-01-07,2019-01-16,8,195.3,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E42P FB021,E42P,B,,,F,B,2,,,,,0,,,2019-02-11,2019-02-20,8,348,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E42P PS023,E42P,B,,,P,S,2,,,,,0,,,2019-03-25,2019-03-25,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E42P HL023,E42P,B,,,H,L,2,,,,,0,,,2019-03-27,2019-03-27,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E42P HF031,E42P,B,,,H,F,3,,,,,0,,,2018-11-30,2018-11-30,1,85.2,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E42P HA031,E42P,B,,,H,A,3,,,,,0,,,2018-12-26,2019-01-11,12,122.9,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E42P HA041,E42P,B,,,H,A,4,,,,,0,,,2019-01-22,2019-02-07,10,345.6,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E42P HF010,E42P,B,,,H,F,1,,,,,0,,,2018-11-06,2018-11-06,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E42P HA011,E42P,B,,,H,A,1,,,,,0,,,2018-12-07,2018-12-28,15,132.6,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E42P FB011,E42P,B,,,F,B,1,,,,,0,,,2019-01-14,2019-01-16,3,145.5,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E42P PB011,E42P,B,,,P,B,1,,,,,0,,,2019-02-28,2019-03-08,6,239,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E42S HF020,E42S,B,,,H,F,2,,,,,0,,,2018-11-08,2018-11-08,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U933,E42S HA021,E42S,B,,,H,A,2,,,,,0,,,2019-01-11,2019-01-22,8,430.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E42S FB021,E42S,B,,,F,B,2,,,,,0,,,2019-02-15,2019-02-26,8,479.2,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E42S PS023,E42S,B,,,P,S,2,,,,,0,,,2019-03-25,2019-03-25,1,0,0,0,0,0,U,0,Scaffolding installation/ 1st PE,,3,,,,,
DHSCMULTI,U933,E42S HL023,E42S,B,,,H,L,2,,,,,0,,,2019-03-27,2019-03-27,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U933,E42S HF031,E42S,B,,,H,F,3,,,,,0,,,2018-11-26,2018-11-26,1,106.7,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U933,E42S HA031,E42S,B,,,H,A,3,,,,,0,,,2019-01-02,2019-01-17,12,78.7,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E42S HA041,E42S,B,,,H,A,4,,,,,0,,,2019-01-28,2019-02-13,10,471.5,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U933,E42S HF010,E42S,B,,,H,F,1,,,,,0,,,2018-10-31,2018-10-31,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U933,E42S HA011,E42S,B,,,H,A,1,,,,,0,,,2018-12-12,2019-01-03,15,289.6,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U933,E42S FB011,E42S,B,,,F,B,1,,,,,0,,,2019-01-21,2019-01-22,2,201.8,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U933,E42S PB011,E42S,B,,,P,B,1,,,,,0,,,2019-03-06,2019-03-13,6,253.1,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U933,E51P HF020,E51P,B,,,H,F,2,,,,,0,,,2018-11-12,2018-11-12,1,0,0,0,0,0,U,0,Material import,,0,,,,,
